日付時刻,MACアドレス,ユーザーネーム,赤色情報,黄色情報,緑色情報,青色情報,白色情報
2017/04/28 15:03:06,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 15:06:04,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 15:06:13,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 15:07:19,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,0,1,9,1
2017/04/28 15:08:45,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 15:10:23,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,0
2017/04/28 15:10:23,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 15:10:33,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 15:10:43,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,1,0,9,1
2017/04/28 15:20:54,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,0
2017/04/28 15:20:54,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 15:21:04,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 15:30:54,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 15:31:04,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 15:31:30,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,1,1,9,1
2017/04/28 15:31:30,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,0,1,9,1
2017/04/28 15:31:35,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,0,1,9,0
2017/04/28 15:36:55,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 15:38:55,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 15:39:01,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 15:40:20,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 15:40:28,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 15:40:44,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,0
2017/04/28 15:40:44,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 15:43:58,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 15:46:51,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 15:46:56,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 15:48:16,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,0,1,9,1
2017/04/28 15:49:13,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 15:50:51,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 15:51:04,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 15:51:41,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,1,0,9,1
2017/04/28 15:52:01,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,1,1,9,1
2017/04/28 15:52:01,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,0,1,9,1
2017/04/28 15:52:03,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,0,1,9,0
2017/04/28 15:58:00,58C232FFFE57673C,ﾐﾆFA-ﾀﾚﾊﾟﾝIN,1,0,0,9,0
2017/04/28 15:58:06,58C232FFFE57673C,ﾐﾆFA-ﾀﾚﾊﾟﾝIN,0,0,0,9,0
2017/04/28 15:58:27,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 15:58:38,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:00:47,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:02:50,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:04:59,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:05:10,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:10:46,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:10:57,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:15:36,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,0,1,9,1
2017/04/28 16:16:45,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:16:55,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,0,9,0
2017/04/28 16:16:55,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:17:31,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,1,0,9,1
2017/04/28 16:19:04,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,1,0,9,0
2017/04/28 16:19:14,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:19:45,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,0,1,0,9,1
2017/04/28 16:21:36,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:21:41,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:23:38,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:23:47,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:23:56,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:24:00,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:26:10,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:26:17,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:27:51,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:27:54,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:29:29,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:29:40,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:30:10,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:31:58,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:33:26,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:33:29,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:33:32,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,0
2017/04/28 16:33:33,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:33:38,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:35:09,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:35:14,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:36:37,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:36:46,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:37:22,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:37:28,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:39:06,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:39:11,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:41:13,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:41:22,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:42:54,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:43:01,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:44:58,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:45:26,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:47:02,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:47:09,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:47:50,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,0,9,0
2017/04/28 16:48:58,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:49:04,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,0
2017/04/28 16:49:04,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:49:46,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:50:39,58C232FFFE576746,ﾐﾆFA-MARS,0,0,0,9,1
2017/04/28 16:50:57,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:50:57,58C232FFFE576735,ﾐﾆFA-ﾊﾞﾘﾄﾘ,1,1,0,9,1
2017/04/28 16:50:58,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:00,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:01,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:02,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:03,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:05,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:05,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:07,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:08,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:09,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:10,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:11,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:12,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:14,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:15,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:16,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:17,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:18,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:19,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:21,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:21,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:23,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:24,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:25,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:26,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:28,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:28,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:30,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:31,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:32,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:33,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:34,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:35,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:37,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:38,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:39,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:40,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:41,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:42,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:44,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:44,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:46,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:47,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:48,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:49,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:51,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:51,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:53,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:54,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:55,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:56,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:51:57,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:51:58,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:00,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:01,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:02,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:03,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:04,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:05,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:07,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:07,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:09,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:10,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:11,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:12,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:14,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:14,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:16,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:17,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:18,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:19,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:20,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:21,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:23,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:24,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:25,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:26,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:27,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:28,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:30,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:30,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:32,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,1,0,9,1
2017/04/28 16:52:32,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:33,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:34,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:35,58C232FFFE576746,ﾐﾆFA-MARS,0,0,1,9,0
2017/04/28 16:52:35,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:37,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:37,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:39,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:39,58C232FFFE576721,ﾐﾆFA-ﾀﾚﾊﾟﾝ,0,0,1,9,0
2017/04/28 16:52:40,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:41,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:42,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:43,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:44,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:46,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:47,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:48,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:49,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:50,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:51,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:53,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:53,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:55,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:56,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:52:57,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:52:58,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:53:00,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:53:00,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:53:02,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:53:03,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:53:04,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:53:05,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:53:06,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:53:07,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
2017/04/28 16:53:09,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,0,0,9,0
2017/04/28 16:53:10,58C232FFFE57673E,ﾐﾆFA-ﾊﾟﾈﾙﾍﾞﾝﾀﾞ,1,1,0,9,0
